"word","freq"
"cascade",1
"cascading",1
"caseâ€™",1
"casen",1
"caseromania",1
"casestudies",1
"cashwaqfs",1
"časnějším",1
"caspian",1
"casse",1
"cassels",1
"castellana",1
"castellanía",1
"castellanos",1
"castiles",1
"castilian",1
"castillo",1
"castillos",1
"castrati",1
"catalán",1
"catalanes",1
"catalanspanish",1
"catalina",1
"cataluï¿½a",1
"catalyst",1
"catalysts",1
"catalytic",1
"catarina",1
"catarinense",1
"catastrophes",1
"catedráticos",1
"categorical",1
"categorie",1
"categorized",1
"categorizing",1
"catering",1
"cativos",1
"católica",1
"catolicismo",1
"catre",1
"către",1
"cats",1
"caucano",1
"causa",1
"causeratelle",1
"causerelated",1
"causing",1
"cautín",1
"caution",1
"cavaciocchi",1
"cave",1
"caviar",1
"cayó",1
"caz",1
"cbd",1
"cbdcs",1
"cbn",1
"ccontributions",1
"ccr",1
"cdb",1
"cdp",1
"cdroms",1
"cds",1
"ceausescu",1
"ceaușescu",1
"cebuismo",1
"cecchini",1
"cechy",1
"čechy",1
"cedar",1
"cedid",1
"cégek",1
"ceiba",1
"ceilteach",1
"celebrando",1
"celebrated",1
"celebrating",1
"celebration",1
"celebrations",1
"celebratory",1
"celebrity",1
"celebritybased",1
"celebrityconstruction",1
"cellphones",1
"cellular",1
"celuici",1
"cena",1
"cene",1
"cenpris",1
"censored",1
"censoring",1
"censusbased",1
"centered",1
"centomila",1
"centraleuropean",1
"centralidade",1
"centralismo",1
"centrality",1
"centralização",1
"centralizarea",1
"centralnej",1
"centrals",1
"centrée",1
"centrehow",1
"centreleft",1
"centrethe",1
"centrifugal",1
"centripetal",1
"centrooeste",1
"centroperiferia",1
"centrosinistra",1
"centure",1
"centuria",1
"century—introduction",1
"century’",1
"century’s",1
"centurylong",1
"centurythe",1
"centurywhy",1
"ceos",1
"cep",1
"ceramic",1
"ceramics",1
"cercados",1
"cercevesinde",1
"çerçevesinde",1
"cercos",1
"cerdeña",1
"cereales",1
"céréalière",1
"cerebro",1
"cereté",1
"certain",1
"certainly",1
"certainties",1
"certificaciã“n",1
"certificacion",1
"certificados",1
"cerveja",1
"československa",1
"československého",1
"československej",1
"československu",1
"českých",1
"cest",1
"cetăţii",1
"cevreye",1
"ceylon",1
"cfe",1
"cfsp",1
"chaban",1
"chaco",1
"chained",1
"chair",1
"chairman",1
"chairmanship",1
"challanges",1
"chalmers",1
"chamley",1
"chamleyã¢â‚¬â„¢s",1
"champion",1
"championne",1
"champions",1
"champs",1
"chancellor",1
"chancen",1
"chancengeber",1
"chances",1
"chandlers",1
"chang",1
"change–",1
"change–migration",1
"change’",1
"change”",1
"changein",1
"changements",1
"changeover",1
"chaotic",1
"chaotiques",1
"chapelier",1
"chaplains",1
"characterising",1
"characteristic",1
"charakteristiky",1
"charged",1
"charging",1
"charlie",1
"charnegroes",1
"charnières",1
"chartered",1
"chartering",1
"chartitable",1
"charts",1
"chase",1
"chasing",1
"chasms",1
"chat",1
"chất",1
"chateaurenault",1
"chats",1
"chattel",1
"châu",1
"chávez",1
"chế",1
"cheaply",1
"cheat",1
"chebyshev",1
"chechenia",1
"checkpoints",1
"chemsex",1
"chengdu",1
"cheque",1
"cherché",1
"chernobyl",1
"chess–thomas",1
"chettiars",1
"chhattisgarh",1
"chiapas",1
"chiave",1
"chicagos",1
"chicagowskiej",1
"chicamocha",1
"chicanaomexican",1
"chiffren",1
"chiflikchii",1
"chihuahua",1
"chihuahuaexperience",1
"childcaring",1
"childdriven",1
"childevacuation",1
"childhood’s",1
"childhoods",1
"childist",1
"childrearing",1
"chile’s",1
"chileno",1
"chiles",1
"chill",1
"chilly",1
"chiloébuta",1
"chilwe",1
"chimeras",1
"china—a",1
"china—what",1
"china´s",1
"chinaeurope",1
"chinaindia",1
"chinaus",1
"chinesischen",1
"chino",1
"chinoises",1
"chińska",1
"chińskiej",1
"chinú",1
"chinyanja",1
"chip",1
"chisso",1
"chlorine",1
"chns",1
"choc",1
"chocolate",1
"choler",1
"chomage",1
"chopp",1
"choregia",1
"choreographies",1
"chosen’s",1
"choses",1
"chosŏn",1
"chowcase",1
"chp",1
"chrematistike",1
"christ",1
"christi",1
"christianization",1
"christie",1
"christine",1
"christo",1
"chronically",1
"chronique",1
"chronist",1
"chronologie",1
"chronologies",1
"chrysanthemum’",1
"chunghee",1
"church’s",1
"churchbased",1
"churchstate",1
"churning",1
"churning—theoretical",1
"chuxing",1
"cia",1
"ciadi",1
"ciberseguridad",1
"cicli",1
"ciclic",1
"cí­clica",1
"cíclico",1
"ciclurile",1
"ciego",1
"cientifica",1
"científicos",1
"cierre",1
"cierta",1
"ciganosroma",1
"ciklus",1
"cile",1
"čím",1
"cin",1
"cincinnati",1
"cinco",1
"cinderella",1
"cine",1
"cinesi",1
"činnost",1
"čínskeho",1
"cintaro",1
"číny",1
"ciocnirea",1
"circolazione",1
"circuit",1
"circuito",1
"circuits",1
"circulacion",1
"circulations",1
"círculos",1
"circumstance",1
"circunstancias",1
"cirim",1
"ciscos",1
"cisleithania",1
"citationbased",1
"citations",1
"cité",1
"citibank",1
"citiessuccessful",1
"citizencentered",1
"citizens”",1
"citizenships",1
"citoyen",1
"citoyens",1
"citricos",1
"citrus",1
"city’",1
"city’s",1
"city»",1
"citybacked",1
"citylevel",1
"cityregions",1
"civilă",1
"civilizações",1
"civilizando",1
"civilizatiilor",1
"civilizational",1
"civilized",1
"civilmilitary",1
"claimants",1
"claimsmaking",1
"clandestine",1
"clannism",1
"clans’",1
"clarice",1
"clarifications",1
"clarified",1
"clarity",1
"clark",1
"clarks",1
"claroscuro",1
"clashes",1
"clásico",1
"class”",1
"classic",1
"classici",1
"classico",1
"classifcation",1
"classiques",1
"clauses",1
"clcb",1
"clé",1
"clearinghouseempirical",1
"clearings",1
"clearly",1
"clement",1
"clerics",1
"clerks’",1
"click",1
"clientele",1
"clienteles",1
"clientélisme",1
"clientification",1
"clima",1
"climatechangerelated",1
"climateinduced",1
"climatiques",1
"climatological",1
"climbing",1
"clinicians’",1
"clinton",1
"clio’s",1
"cliodinámica",1
"cliodynamics",1
"cliométriques",1
"clmv",1
"closely",1
"closet",1
"clothes",1
"clothmaking",1
"cloud",1
"clouding",1
"clouds",1
"clues",1
"clusterbased",1
"cnb’s",1
"cne",1
"cng",1
"cnoty",1
"cnpc",1
"cntury",1
"co’s",1
"coâ‚‚",1
"coacción",1
"coach",1
"coaches’",1
"coalmining",1
"coasean",1
"coasekép",1
"coastalscape",1
"coasting",1
"coating",1
"coauthorships",1
"cobdens",1
"cobenefits",1
"cocaine",1
"cocktails",1
"coconstructing",1
"cocos",1
"cocreaciã“n",1
"cocreating",1
"codas",1
"codea",1
"codename",1
"codependencies",1
"codependency",1
"codesign",1
"codesigned",1
"codevelopment",1
"codfish",1
"coeducation",1
"coeducationcoresearch",1
"coeficiente",1
"coemissionen",1
"coerced",1
"coerción",1
"cœur",1
"coevolutionary",1
"cofetel",1
"coffe",1
"coffeegrowing",1
"cognition–affect–conation",1
"cognitions",1
"cognitivebased",1
"cognitivebibliometric",1
"cognitivenormative",1
"cohérence",1
"cohésion",1
"coinages",1
"coincide",1
"coincidence",1
"coins’",1
"cointegrated",1
"cointégration",1
"coinvention",1
"cok",1
"colaboración",1
"colaboracionismo",1
"colapso",1
"colbert",1
"colchester",1
"coldwar",1
"colearning",1
"colectivas",1
"colective",1
"colegio",1
"collaborate",1
"collaborating",1
"collaborazione",1
"collapsed",1
"collapsing",1
"collect",1
"collectieve",1
"collective—an",1
"collectives",1
"collectivist",1
"collectiviste",1
"collectivité",1
"collectivités",1
"collegetest",1
"collegial",1
"collettive",1
"colloquium",1
"colocate",1
"colocated",1
"cologne",1
"colombia‘s",1
"colombia´s",1
"colombian–venezuelan",1
"colombo",1
"coloniale",1
"colonialismul",1
"coloniality",1
"coloniaux",1
"colonised",1
"colonizaçãoquot",1
"colonizador",1
"colonizadores",1
"colonized",1
"colonizer",1
"colorado",1
"colorblindness",1
"colossus",1
"coloured",1
"colourful",1
"coltivatrice",1
"colture",1
"columbia’s",1
"columbian",1
"columnist",1
"colusivos",1
"comanagement",1
"comans",1
"comarca",1
"combina",1
"combinado",1
"combine",1
"combinés",1
"combustion",1
"comédie",1
"comerç",1
"comercialização",1
"comers",1
"comerţul",1
"comerțul",1
"comic",1
"comics",1
"comienzo",1
"comingofage",1
"comisión",1
"comisiones",1
"comitatele",1
"comitatul",1
"comitatului",1
"comité",1
"command",1
"command’",1
"commandandcontrol",1
"commemorative",1
"comment”",1
"commentaire",1
"commentaries",1
"commenting",1
"commento",1
"commercialising",1
"commercio",1
"commissaire",1
"commission’s",1
"commissione",1
"commissionhouse",1
"commitment—evidence",1
"committed",1
"committees",1
"commodifying",1
"commoditisation",1
"commodityprice",1
"communautaires",1
"communautarie",1
"communautés",1
"communis",1
"communism”",1
"communisms",1
"communists",1
"communitarian",1
"communitarianism",1
"communities—a",1
"community–university",1
"community—what",1
"community’s",1
"communitycentered",1
"communityled",1
"communityoriented",1
"communityowned",1
"communitys",1
"communityuniversity",1
"commuter",1
"commuting—the",1
"cómo",1
"comomentum",1
"comores",1
"compagnies",1
"companhia",1
"companhias",1
"companía",1
"companies’",1
"company”",1
"companyâ€™s",1
"companylevel",1
"companyspecific",1
"comparable",1
"comparacao",1
"comparacion",1
"comparadas",1
"comparados",1
"comparaison",1
"comparativa",1
"comparée",1
"comparer",1
"compares",1
"comparision",1
"compartido",1
"comparto",1
"compatible",1
"compatriots",1
"compensated",1
"compete",1
"competenceloyalty",1
"competencybased",1
"competenze",1
"competir",1
"compétitif",1
"competitivas",1
"competitivdad",1
"competitivenessfirm",1
"competitivita’",1
"competitivitatii",1
"competitivităţii",1
"competitivo",1
"competitors",1
"complaints",1
"compleja",1
"complejas",1
"complémentaires",1
"complementarias",1
"complementaries",1
"complements",1
"completecount",1
"completely",1
"completo",1
"complexe",1
"complexion",1
"complexnetwork",1
"complexo",1
"complicated",1
"complicity",1
"complot",1
"componentes",1
"composantes",1
"compose",1
"composición",1
"compositional",1
"compositionofinvestment",1
"compostela",1
"compound",1
"comppensation",1
"compra",1
"comprehend",1
"compression",1
"compromesso",1
"compromis",1
"compromiso",1
"compromisos",1
"comptes",1
"computable",1
"computation",1
"computerbased",1
"computerized",1
"computerizing",1
"computingrelated",1
"cómputo",1
"comstock",1
"comuna",1
"comunicaciones",1
"comunicazione",1
"comunidade",1
"comunismului",1
"comunista",1
"comuniste",1
"comunit",1
"comunitare",1
"comunităţilor",1
"conceal",1
"conceição",1
"conceit",1
"conceito",1
"conceived",1
"concejiles",1
"concentrações",1
"concentrating",1
"concentrations",1
"concepção",1
"concepción",1
"concepções",1
"conceptional",1
"conceptuale",1
"conceptuales",1
"conceptualizing",1
"conceptuel",1
"concernant",1
"concert",1
"concertación",1
"concertada",1
"concerted",1
"concesion",1
"concetto",1
"conchucos",1
"conciencia",1
"conciliation",1
"conclusiones",1
"concordant",1
"concubinajul",1
"concur",1
"concurentiel",1
"condemned",1
"condena",1
"condición",1
"condicionadas",1
"condiţionări",1
"conditioning",1
"conditions”",1
"condizionato",1
"condotta",1
"condottieri",1
"conducerea",1
"conduciveness",1
"conducta",1
"condy",1
"coneutral",1
"confesională",1
"confessional",1
"confidential",1
"configuración",1
"confindustria",1
"confini",1
"confirmations",1
"confirmatory",1
"confiscation",1
"confiscations",1
"confisquer",1
"conflation",1
"conflictenvironmental",1
"conflictresolution",1
"conflictridden",1
"conflito",1
"conflitos",1
"conflitto",1
"confluencia",1
"conformación",1
"conformity",1
"confounding",1
"confrï¿½ries",1
"confruntare",1
"confucians",1
"confucius",1
"confuse",1
"confusions",1
"congation",1
"congestion",1
"conglomerados",1
"conglomerates",1
"congolese",1
"congregatio",1
"conhecimento",1
"conicto",1
"conjunctive",1
"conjunctures",1
"connaissance",1
"connaissances",1
"connect",1
"connecticut",1
"connectivities",1
"connectors",1
"connects",1
"connollys",1
"connotation",1
"connu",1
"conquer",1
"conquer”",1
"conquering",1
"conscience”",1
"conscious",1
"conscripts",1
"consecintele",1
"consejo",1
"consenso",1
"consequential",1
"conservadurismo",1
"conservativism",1
"conservatories",1
"conservatorio",1
"conserve",1
"considerado",1
"considered",1
"consiglio",1
"consob",1
"consolidacion",1
"consolidations",1
"consommateur",1
"consonant",1
"consorzi",1
"conspicuous",1
"constar",1
"constatación",1
"constellations",1
"constituency",1
"constituição",1
"constitute",1
"constitutionally",1
"constitutionnels",1
"constrain",1
"constraining",1
"construcao",1
"construçãoo",1
"construccion",1
"constructedness",1
"constructiei",1
"constructiondevelopment",1
"construing",1
"construir",1
"construyendo",1
"consul",1
"consulates",1
"consultants’",1
"consultation",1
"consultations",1
"consumable",1
"consumer’s",1
"consumeroriented",1
"consumi",1
"consumption–wealth",1
"consumptioneconomic",1
"consumptionoriented",1
"consumtion",1
"contabilidade",1
"contable",1
"contables",1
"contactintensity",1
"contactless",1
"contacto",1
"contadores",1
"contagio",1
"contain",1
"contamination",1
"contemplated",1
"contemporain",1
"contemporaines",1
"contemporains",1
"contemporaneità",1
"contemporáneos",1
"contemporï¿½neas",1
"contents",1
"contenu",1
"contestation",1
"contesté",1
"contestées",1
"contests",1
"contexspecific",1
"context—life",1
"context’",1
"contextualised",1
"contextualization",1
"contextualized",1
"contextului",1
"contigent",1
"continents",1
"continents’",1
"continentului",1
"contingence",1
"contingents",1
"continua",1
"continual",1
"continue",1
"continuidad",1
"continuidades",1
"continuité",1
"continuités",1
"contracorriente",1
"contractingtheory",1
"contractors",1
"contractors’",1
"contradictions",1
"contrainteligencia",1
"contralor",1
"contrapuestas",1
"contrarrevolución",1
"contraste",1
"contrastes",1
"contrastive",1
"contrattazione",1
"contratti",1
"contrefactuelle",1
"contreras",1
"contribuciones",1
"contribuições",1
"contribuie",1
"contributes",1
"contributo",1
"contributor",1
"contributory",1
"control”",1
"controle",1
"controller",1
"controls—assessing",1
"controverse",1
"controversia",1
"controvérsias",1
"conturarea",1
"conundrum",1
"conundrums",1
"conventionbased",1
"convento",1
"convergencetelegraphs",1
"convergent",1
"conversational",1
"conversionacceleration",1
"conversionary",1
"conversione",1
"convert",1
"conviction",1
"convictism",1
"convincing",1
"convivencia",1
"convoités",1
"convulsions",1
"cooccurrence",1
"cooccurring",1
"cook",1
"cool”",1
"cooling",1
"coopec",1
"cooperaci",1
"cooperar",1
"cooperate",1
"coopératif",1
"cooperation”",1
"cooperationcoordination",1
"cooperativa",1
"coopérative",1
"cooperativista",1
"cooperativo",1
"coopérer",1
"copatent",1
"copatenting",1
"copatents",1
"copernican",1
"copernicus",1
"copowering",1
"copperworks",1
"copticmuslim",1
"copublication",1
"copublications",1
"copulabased",1
"copulas",1
"copying",1
"coral",1
"corbinos",1
"corchas",1
"corchero»",1
"cord",1
"corde",1
"cordoba",1
"coree",1
"corée",1
"coreea",1
"coréen",1
"coreperiphery",1
"coreqbased",1
"coresistance",1
"corleone",1
"corne",1
"cornell",1
"corner",1
"cornering",1
"cornwall",1
"corográfica",1
"corona”",1
"coronabedingter",1
"coronabonds",1
"coronapandemie",1
"corp",1
"corporatefinance",1
"corporaţii",1
"corporativo",1
"corporativos",1
"corporeal",1
"corportate",1
"corpus",1
"corpusassisted",1
"corpusbased",1
"corrado",1
"corrección",1
"correct",1
"corrected",1
"correctionalbased",1
"corrective",1
"correctness",1
"correlate",1
"correlated",1
"correlating",1
"correnti",1
"correo",1
"correos",1
"correspondencia",1
"corresponding",1
"corroboration",1
"corrosive",1
"corrupting",1
"corruptions",1
"corruptionshaped",1
"corsarios",1
"corte",1
"cortiça",1
"corvée",1
"cos",1
"così",1
"cosmetic",1
"cosmographies",1
"cossacks",1
"costantino",1
"costarricense",1
"coste",1
"costeño",1
"costing",1
"costituzione",1
"costs—a",1
"costsofviolence",1
"costumbre",1
"costumes",1
"costutility",1
"cotation",1
"cotidiana",1
"cotizantes",1
"cotonnier",1
"cottage",1
"cottonfarming",1
"coughlin",1
"counselors’",1
"counteract",1
"countercase",1
"countercyclicality",1
"counterdeductions",1
"counterfactuals",1
"counterfeiting",1
"counterintuitive",1
"counterlife",1
"counterparts",1
"counterreply",1
"counterrevolutionary",1
"countertrade",1
"countriesâ€™",1
"countriesevidence",1
"country’",1
"countryâ€™s",1
"countryside…",1
"countryspecific",1
"coupled",1
"coupling",1
"cour",1
"courage",1
"courageous",1
"cournotnash",1
"course”",1
"coursetaking",1
"courtaud",1
"courting",1
"courtisans",1
"covar",1
"covasna",1
"covenants",1
"cover",1
"covers",1
"covid”",1
"covid─",1
"covidinduced",1
"covidun",1
"covidvaccine",1
"coworker",1
"coworkers",1
"cows",1
"cox",1
"cpb’s",1
"cpbs",1
"cps",1
"cpsu",1
"cracks",1
"craftsman",1
"craftsmen",1
"craftsmens",1
"craftwork",1
"craig",1
"crane",1
"crash’",1
"crashes”",1
"craze",1
"crazy",1
"creai",1
"creamery",1
"créances",1
"creando",1
"créations",1
"creativeuncomfortable",1
"creator",1
"credence",1
"credibilidad",1
"crediticia",1
"crediticio",1
"crediticios",1
"credittogdp",1
"creditworthiness",1
"cree",1
"creeping",1
"créer",1
"creíbles",1
"creixement",1
"creole",1
"crepuscolo",1
"crescere",1
"creşt",1
"crestere",1
"cresterea",1
"cresterii",1
"crestomație",1
"cresud",1
"crew",1
"criação",1
"crianças",1
"cried",1
"crimean",1
"criminals",1
"criminology”",1
"criptovalute",1
"crişana",1
"crisis—a",1
"crisisâ€",1
"crisisadjustment",1
"crisishit",1
"crisisresistant",1
"crisisrobust",1
"cristian",1
"cristiano",1
"cristóbal",1
"criterios",1
"critica",1
"crí­tica",1
"criticalities",1
"critici",1
"criticisms",1
"criticized",1
"critiques",1
"critiquing",1
"crizele",1
"crizelor",1
"croatias",1
"croatie",1
"crocodiles",1
"crofter",1
"croisée",1
"croissant",1
"crollo",1
"crónica",1
"crónicas",1
"cronies",1
"cronologã­a",1
"cronología",1
"crooked",1
"crops’",1
"cross‐sectoral",1
"crosscase",1
"crosschecking",1
"crosscity",1
"crossdiscipline",1
"crosses",1
"crossfunctional",1
"crossjurisdictional",1
"crosslagged",1
"crosslevel",1
"crosslistings",1
"crossorganisational",1
"crossover",1
"crossreporting",1
"crossroadsfacing",1
"crosssections",1
"crossstatus",1
"crossstrait",1
"crossvalidation",1
"crossverified",1
"crouching",1
"crowded",1
"crowdingout",1
"crowning",1
"crowns",1
"croyances",1
"cruce",1
"crumbling",1
"crunches",1
"crusade",1
"crust",1
"cry",1
"cryptomonnaies",1
"cryptomorality",1
"cs",1
"csapások",1
"cserearányjavulás",1
"cseréje",1
"csőd",1
"csodától",1
"css",1
"čssr",1
"cst",1
"ctd",1
"čtvrtletních",1
"cu",1
"của",1
"cuadrado",1
"cuadraturas",1
"cuantificación",1
"cuarenta",1
"cuarto",1
"cubain",1
"cubaine",1
"cubanborn",1
"cubano",1
"cubism",1
"cuccia",1
"cucumber",1
"cueing",1
"cueros",1
"cuestionable",1
"cuestiones",1
"cuidado",1
"çukurova",1
"culinary",1
"cultivar",1
"cultivated",1
"cultivating",1
"culturalist",1
"culturalpolitical",1
"culturecentred",1
"culturels",1
"culubret",1
"cumplimiento",1
"cuneo",1
"cunning",1
"cups",1
"cura",1
"curar",1
"curbside",1
"cure”",1
"cures",1
"curfew",1
"curing",1
"currar",1
"currenciesquot",1
"currency”",1
"currently",1
"curricula",1
"curriculafoundational",1
"curriculumasdiscourse",1
"curse’",1
"curtail",1
"curtain’",1
"curvas",1
"curve”",1
"curveâ€",1
"curves",1
"custo",1
"custodes",1
"customers’",1
"custos",1
"cutaneous",1
"cutthroat",1
"cutumiare",1
"cvvp",1
"cws",1
"cyanamide",1
"cyber–information",1
"cyberfeminism",1
"cyberjaya",1
"cybernetics",1
"cyberprzestrzeni",1
"cybersyn",1
"cybvics",1
"cycles”",1
"cycles´",1
"cyclic",1
"cyclicality",1
"cyclically",1
"cycling",1
"cyclone",1
"cyclones",1
"cyprus’",1
"cystic",1
"czai",1
"czar",1
"czechoslovakwest",1
"czołowe",1
"czterdziestych",1
"czy",1
"czynników",1
"ð",1
"ð¿ñ€ð¾ð¸ð·ð²ð¾ð´ð¸ñ‚ðµð»ð½ð¾ñ",1
"d’accumulation",1
"d’action",1
"d’activités",1
"d’aghion",1
"d’agricoltura”",1
"d’aide",1
"d’analyse",1
"d’angleterre",1
"d’avant",1
"d’azione",1
"d’échange",1
"d’élaboration",1
"d’émissions",1
"d’endettement",1
"d’endettements",1
"d’équilibre",1
"d’études",1
"d’évaluation",1
"d’excès",1
"d’expérience",1
"d’expertcomptable",1
"d’howard",1
"d’influence",1
"d’informations",1
"d’italia",1
"d’uomo",1
"ð¸ð½ð´ñƒñ",1
"ð±ñšð»ð³ð°ñ€ñ",1
"ð¢ðµð½ð´ðµð½ñ†ð¸ð¸",1
"ð½ð°",1
"ð¼ð¸ð½ð½ð°",1
"d³u¿nych",1
"da’wah",1
"dâ€™italia",1
"dâ€™ivoire",1
"daccumulation",1
"dacha",1
"dactions",1
"dactivité",1
"dad’",1
"dadministration",1
"daedalian",1
"daewoo",1
"dafrique",1
"dagger",1
"dağıtım",1
"dagli",1
"dahménska",1
"dai",1
"dajustement",1
"dalai",1
"dalfred",1
"dalgalarının",1
"dali",1
"dall’unificazione",1
"dall’unità",1
"dallamerica",1
"dall·e",1
"dalleconomia",1
"dallemagne",1
"dallunita",1
"dallunità",1
"dalmia",1
"dam”",1
"damagedcentered",1
"damages",1
"daminduced",1
"damit",1
"damming",1
"danailov",1
"danalyse",1
"dane",1
"daniel",1
"daniele",1
"danitis",1
"dánska",1
"danubian",1
"danza",1
"dapaong",1
"daqui",1
"darba",1
"darbelerin",1
"darby",1
"darfur",1
"darker",1
"darkness",1
"darlings’",1
"darstellungen",1
"dart",1
"darüber",1
"darya",1
"das”",1
"daseinsvorsorge",1
"dasenech",1
"dasgupta",1
"dassociation",1
"dassurance",1
"dasymetrically",1
"dataâ€”a",1
"dataan",1
"databaserjip",1
"dataoriented",1
"datascarce",1
"datoria",1
"datoriei",1
"datual",1
"đầu",1
"daudit",1
"dauerhaftigkeit",1
"daunte",1
"dautres",1
"davies",1
"davon",1
"davranışsal",1
"davvero",1
"daycare—the",1
"daylabourers",1
"daymond",1
"daytoday",1
"ddrplanwirtschaft",1
"de‐risking",1
"dead”",1
"deadend",1
"deadly",1
"deagriculturalization",1
"deák",1
"dealdid",1
"dealer",1
"dealers",1
"dealersâ€™",1
"dealt",1
"deanonymized",1
"dearfield",1
"deathlike",1
"deaton",1
"debacles",1
"debajo",1
"debata",1
"debatte",1
"debaty",1
"débiteurs",1
"debtenforcement",1
"debtgrowth",1
"debtinflation",1
"debtmanagement",1
"debtor",1
"debtorcreditor",1
"debtors",1
"debtrestructuring",1
"debts”",1
"debtstruction",1
"debutul",1
"decadencia",1
"decadesan",1
"decarbonization",1
"decarbonized",1
"deceased",1
"décembre",1
"decenios",1
"décennies",1
"decennio",1
"décentralisée",1
"décentralisées",1
"décentralisés",1
"deceptive",1
"decessit",1
"déchanges",1
"decide",1
"decided",1
"décideurs",1
"deciding",1
"decimal",1
"decimonónica",1
"decisión",1
"décision",1
"decisionmakers’",1
"decisiontaking",1
"decisivos",1
"decizionali",1
"deck",1
"déclenchée",1
"declin",1
"decoding",1
"decollectivization",1
"decollo",1
"decolonisation",1
"décolonisation",1
"decommissioning",1
"decommodification",1
"decommoditisation",1
"deconstruction",1
"deconstruind",1
"decontextualization",1
"decreased",1
"decreciente",1
"decreto",1
"decretos",1
"decriminalisation",1
"décryptage",1
"dedemocratisation",1
"dedemocratization",1
"deðerlendirilmesi",1
"dedollarization",1
"déducation",1
"deducing",1
"deduction",1
"deductions",1
"deeds",1
"deeper”",1
"deeprooted",1
"defamation",1
"defaultlessons",1
"defective",1
"defeminization",1
"defence’",1
"defendant",1
"defended",1
"defending",1
"défense",1
"defenseâ€™s",1
"defensor",1
"defi",1
"deficiencies",1
"déficit",1
"deficitario",1
"define",1
"definer",1
"definición",1
"definitional",1
"defis",1
"defizite",1
"deflaciã³n",1
"deflactores",1
"deflations",1
"deflators",1
"defteri",1
"degenerate",1
"değerlendirilmesi",1
"deglobalizing",1
"dégradation",1
"degradations",1
"degraded",1
"degré",1
"dehesa",1
"deindustrial",1
"deja",1
"déjean",1
"dějinách",1
"dejure",1
"dekonstrukcja",1
"delegate",1
"delegated",1
"delegating",1
"delegitimate",1
"delegitimising",1
"délégués",1
"deleveraging",1
"deliberately",1
"deliberating",1
"deliberative",1
"delicate",1
"delincuencia",1
"delinquent",1
"delinquents",1
"deliver",1
"deliveries",1
"delivering",1
"dell’attività",1
"dell’economia",1
"dell’euro",1
"dell’europa",1
"dell’impero",1
"dell’imprenditore",1
"dell’industria",1
"dell’ordine",1
"dellâ€™urss",1
"dellamore",1
"dellarte",1
"dellevoluzione",1
"dellimpero",1
"dellimprenditore",1
"dellindipendenza",1
"dellistruzione",1
"delloccupazione",1
"dellordoliberalismo",1
"dellottocento",1
"delmas",1
"delongs",1
"deltaworks",1
"demain",1
"demandas",1
"demanddriven",1
"demande",1
"demandled",1
"demandpull",1
"demands–resources",1
"demandsresources",1
"demarcating",1
"demarcation—an",1
"démarches",1
"demeanor",1
"demi",1
"demia",1
"démocracide",1
"democracies—editors’",1
"democracies—in",1
"democratiche",1
"democrático",1
"democraticrepublican",1
"democraţie",1
"democratizing",1
"democrats’",1
"democrazia",1
"démoéconomique",1
"demografickom",1
"demografie",1
"demografik",1
"démographicoéconomique",1
"démographique",1
"demographische",1
"demographischen",1
"demography’s",1
"demokan",1
"demokrat",1
"demokratischer",1
"demokratisierung",1
"demonic",1
"demonstração",1
"demortgaging",1
"demos",1
"demutualization",1
"demystified",1
"denariorum",1
"dendettement",1
"deng",1
"dengesi",1
"denial",1
"denials",1
"denied",1
"denies",1
"denmarkâ€™",1
"denmarks",1
"denominaciones",1
"dénommée",1
"denoting",1
"denouement",1
"denouncing",1
"densities",1
"dental",1
"departamentos",1
"departed",1
"departement",1
"departmental",1
"depende",1
"dependenc",1
"dependencia",1
"depends",1
"depiction",1
"deplorables",1
"deployed",1
"deployments",1
"depoliticisation",1
"depoliticization",1
"depoliticize",1
"depopulated",1
"deported",1
"deposition",1
"depósito",1
"depositories",1
"depositors",1
"depository",1
"depósitos",1
"deposittaking",1
"dépôts",1
"depre",1
"depressão",1
"depression✰",1
"depressionits",1
"depressionrelated",1
"depresszióról",1
"deprezzamento",1
"deprived",1
"deprodução",1
"déquilibristes",1
"deracializing",1
"deradicalization",1
"derailment",1
"derbendzhi",1
"derbentci",1
"derby",1
"derivati",1
"derivation",1
"deriváty",1
"dérive",1
"derived",1
"dérivés",1
"dermatological",1
"derminism",1
"dernier",1
"derosne",1
"derrama",1
"derrotado",1
"désacraliser",1
"desafio",1
"desafío",1
"desagrarización",1
"desaliento",1
"désamour",1
"desan",1
"desarme",1
"desarrollado",1
"desarrollismo",1
"desarticulación",1
"desaster",1
"desastres",1
"descapitalización",1
"descentralização",1
"descolectivización",1
"descomposición",1
"desconfianza",1
"desconocido",1
"descreimiento",1
"descriptions",1
"descriptivo",1
"desecuritization",1
"desempeno",1
"désenclavement",1
"desencuentros",1
"desenvolvimentista",1
"desenvolvimentistas",1
"déséquilibres",1
"desequilibrios",1
"desertification",1
"deservingness",1
"designate",1
"designation",1
"designations",1
"designbased",1
"designers",1
"designtocost",1
"desigual",1
"desigualad",1
"desigualdades",1
"desindustrializacao",1
"desintegración",1
"desirability",1
"desk",1
"desktop",1
"desmesne",1
"desmovilizarse",1
"despair",1
"despertemos",1
"despertó",1
"despesa",1
"despesas",1
"despido",1
"despilfarro",1
"desplazamiento",1
"despoblaciï¿½n",1
"despoblación",1
"desposesión",1
"despotic",1
"despreciados",1
"dess",1
