publication.year,source.title,n_articles,ave_authors,sd_authors,tot_cite,ave_cite,sd_cite,M_cit,keywords,n_keywords,top1keyword,top2keyword,top3keyword,keyword_entropy,ave_keywords,n_funding,top2funder,top3funder,ave_funding,country,continent,new_keywords
2017,AMER.ECON.REV,1,2,NA,34,34,NA,34,BUSINESS CYCLES;MONETARY-POLICY;INTEREST-RATES;CREDIT RISK;DEBT;MARKET;CRISES;ECONOMIES;COUNTRIES;PRICES,10,BUSINESS CYCLES,COUNTRIES,CREDIT RISK,2.3025850929940455,1,1,NA,NA,NA,Argentina,S. America,0
2017,ECON.HIST.REV.,1,1,NA,10,10,NA,10,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Argentina,S. America,NA
2017,ECON.MODELLING,1,1,NA,10,10,NA,10,FISCAL-POLICY;QUANTILE REGRESSION;PUBLIC DEBT;BEHAVIOR,4,BEHAVIOR,FISCAL-POLICY,PUBLIC DEBT,1.3862943611198906,1,1,NA,NA,NA,Argentina,S. America,0
2017,J.INTER.HIST.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Argentina,S. America,NA
2017,J.PUBLIC.ECON,1,3,NA,8,8,NA,8,MACHINE POLITICS;FIELD EXPERIMENT;ACCOUNTABILITY;ELECTIONS;FRAUD;MODEL,6,ACCOUNTABILITY,ELECTIONS,FIELD EXPERIMENT,1.7917594692280547,1,1,NA,NA,NA,Argentina,S. America,0
2017,SOC.SCI.HIST.,2,1,0,5,2.5,3.5355339059327378,5,ITALIAN IMMIGRANTS;ELECTORAL GOVERNANCE;UNITED-STATES;DEMOCRATIZATION;DEMOCRACY;PARTIES;CORRUPTION;ARGENTINA;QUALITY;SYSTEMS;EUROPE,11,ARGENTINA,CORRUPTION,DEMOCRACY,2.3978952727983707,1,1,NA,NA,NA,Argentina,S. America,1
2018,CLIO,1,2,NA,8,8,NA,8,UNITED-STATES;OCCUPATIONAL CHOICE;LABOR-MARKET;NETWORKS;MIGRATION;INCOME;MIGRANTS;OUTCOMES;SKILL;WAGES,10,INCOME,LABOR-MARKET,MIGRANTS,2.3025850929940455,1,1,NA,NA,NA,Argentina,S. America,0
2018,ECON.HIST.REV.,1,3,NA,4,4,NA,4,LATIN-AMERICA;1ST WAVE;ARGENTINA;ACCURACY;GLOBALIZATION;GRAVITY;GROWTH;COSTS,8,1ST WAVE,ACCURACY,ARGENTINA,2.0794415416798357,1,1,NA,NA,NA,Argentina,S. America,1
2018,EU.REV.ECON.HIST.,1,2,NA,5,5,NA,5,ECONOMIC-GROWTH;SPANISH-AMERICA;MODERN WORLD;INSTITUTIONS;19TH-CENTURY;INDEPENDENCE;PERFORMANCE;AFRICA;MARKET,9,19TH-CENTURY,AFRICA,ECONOMIC-GROWTH,2.1972245773362196,1,1,NA,NA,NA,Argentina,S. America,2
2018,J.DEV.ECON.,2,2,0,24,12,0,12,INTERNATIONAL-TRADE;PRODUCT QUALITY;PRICES;CRISIS;ECONOMIES;IMPACT;FIRMS;SIZE;TRADE LIBERALIZATION;INEQUALITY;DEMAND;EDUCATION;TRENDS;IMPACT,14,IMPACT,CRISIS,DEMAND,2.5400363038209806,1.0769230769230769,1,NA,NA,NA,Argentina,S. America,0
2018,J.INTER.HIST.,2,2,1.4142135623730951,2,1,1.4142135623730951,2,INEQUALITY;GDP,2,GDP,INEQUALITY,NA,0.6931471805599453,1,1,NA,NA,NA,Argentina,S. America,0
2018,J.MONETARY.ECON,1,1,NA,27,27,NA,27,BUSINESS CYCLES;COUNTRIES;DEBT;FRAGILITY;MARKETS;POLICY;COSTS;RISK,8,BUSINESS CYCLES,COSTS,COUNTRIES,2.0794415416798357,1,1,NA,NA,NA,Argentina,S. America,0
2005,J.INTER.HIST.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Armenia,Asia,NA
2006,J.INTER.HIST.,1,1,NA,12,12,NA,12,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Armenia,Asia,NA
2013,ECON.MODELLING,2,2.5,0.7071067811865476,31,15.5,21.920310216782973,31,PANEL-DATA;POLITICAL-ECONOMY;SECURITY;INDICATORS;EFFICIENCY;MODELS;BIAS;GENERAL EQUILIBRIUM-MODELS;KEYNESIAN PHILLIPS-CURVE;BAYESIAN DSGE APPROACH;MONETARY-POLICY;NOMINAL RIGIDITIES;BUSINESS CYCLES;INFLATION;PERSPECTIVE;INFORMATION;FRICTIONS,17,BAYESIAN DSGE APPROACH,BIAS,BUSINESS CYCLES,2.833213344056216,1,1,NA,NA,NA,Armenia,Asia,0
2014,ECON.MODELLING,1,1,NA,11,11,NA,11,FOREIGN-EXCHANGE MARKET;PURCHASING POWER PARITY;POST-KEYNESIAN VIEW;RATIONAL-EXPECTATIONS;UNITED-STATES;TIME-SERIES;SPOT RATES;ASYMPTOTIC PROPERTIES;COINTEGRATION TESTS;RISK PREMIUM,10,ASYMPTOTIC PROPERTIES,COINTEGRATION TESTS,FOREIGN-EXCHANGE MARKET,2.3025850929940455,1,1,NA,NA,NA,Armenia,Asia,3
2016,EU.ECON.REV.,1,2,NA,6,6,NA,6,CORRUPTION;INVESTMENT;INSTITUTIONS;PREVALENCE;AZERBAIJAN;DISHONESTY;EDUCATION;ARMENIA;CRIME;LOCUS,10,ARMENIA,AZERBAIJAN,CORRUPTION,2.3025850929940455,1,1,NA,NA,NA,Armenia,Asia,3
2017,J.INTER.HIST.,1,2,NA,15,15,NA,15,CHILD-MORTALITY;INFANT,2,CHILD-MORTALITY,INFANT,NA,0.6931471805599453,1,1,NA,NA,NA,Armenia,Asia,0
1999,AMER.ECON.REV,1,1,NA,51,51,NA,51,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
1999,ECONOMICS LETTERS,1,1,NA,7,7,NA,7,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
1999,EXP.ECON.HIST.,1,1,NA,8,8,NA,8,INNOVATIVE ACTIVITIES;STATISTICS;INDICATORS;INVENTION;RIGHTS;IDEAS,6,IDEAS,INDICATORS,INNOVATIVE ACTIVITIES,1.7917594692280547,1,1,NA,NA,NA,Australia,Australia,6
1999,J.INTER.HIST.,1,1,NA,6,6,NA,6,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
1999,J.MONETARY.ECON,1,3,NA,57,57,NA,57,MODELS,1,MODELS,NA,NA,-0,1,1,NA,NA,NA,Australia,Australia,1
1999,REV.ECON.STAT.,1,2,NA,4,4,NA,4,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2000,ECON.HIST.REV.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2000,ECON.MODELLING,1,2,NA,23,23,NA,23,STOCK MARKETS;INTERNATIONAL TRANSMISSION;UNITED-STATES;MODEL;PRICE;CAUSALITY,6,CAUSALITY,INTERNATIONAL TRANSMISSION,MODEL,1.7917594692280547,1,1,NA,NA,NA,Australia,Australia,2
2000,EU.ECON.REV.,1,2,NA,28,28,NA,28,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2000,J.ECON.LIT.,1,1,NA,1,1,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2000,J.INTER.HIST.,2,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2001,ECON.HIST.REV.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2001,EU.REV.ECON.HIST.,1,1,NA,70,70,NA,70,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2001,EXP.ECON.HIST.,1,2,NA,19,19,NA,19,FIRM;WORK,2,FIRM,WORK,NA,0.6931471805599453,1,1,NA,NA,NA,Australia,Australia,0
2001,J.ECON.LIT.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2001,J.INTER.HIST.,1,1,NA,7,7,NA,7,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2001,J.PUBLIC.ECON,1,3,NA,27,27,NA,27,COMMON-STOCK PRICES;DAY BEHAVIOR;INVESTMENT;TAXATION;DISTRIBUTIONS;INFORMATION;VALUATION;DECISIONS;POLICY,9,COMMON-STOCK PRICES,DAY BEHAVIOR,DECISIONS,2.1972245773362196,1,1,NA,NA,NA,Australia,Australia,2
2001,REV.ECON.STAT.,2,1.5,0.7071067811865476,103,51.5,27.577164466275352,71,COINTEGRATION;INTEGRATION;TESTS;UNEMPLOYMENT;POLICY;ERROR;MODEL,7,COINTEGRATION,ERROR,INTEGRATION,1.945910149055313,1,1,NA,NA,NA,Australia,Australia,0
2002,ECON.HIST.REV.,4,1.25,0.5,11,2.75,5.5,11,GREAT-DEPRESSION,1,GREAT-DEPRESSION,NA,NA,-0,1,1,NA,NA,NA,Australia,Australia,1
2002,EXP.ECON.HIST.,1,1,NA,49,49,NA,49,LOCK-IN;COMPETITION;ECONOMICS,3,COMPETITION,ECONOMICS,LOCK-IN,1.0986122886681096,1,1,NA,NA,NA,Australia,Australia,0
2002,J.MONETARY.ECON,1,1,NA,106,106,NA,106,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2003,ECON.HIST.REV.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2003,ECONOMICS LETTERS,1,1,NA,5,5,NA,5,COMPASS ROSE PATTERN;NANOSTRUCTURE;MARKET,3,COMPASS ROSE PATTERN,MARKET,NANOSTRUCTURE,1.0986122886681096,1,1,NA,NA,NA,Australia,Australia,2
2003,REV.ECON.STAT.,1,1,NA,31,31,NA,31,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2003,SOC.SCI.HIST.,1,1,NA,0,0,NA,0,ECONOMIC-CONDITIONS;PRESIDENTS PARTY,2,ECONOMIC-CONDITIONS,PRESIDENTS PARTY,NA,0.6931471805599453,1,1,NA,NA,NA,Australia,Australia,1
2004,ECON.HIST.REV.,1,1,NA,16,16,NA,16,UNION-BANK;REAL WAGES;AUSTRALIA;SALARIES;BRITAIN;TRENDS,6,AUSTRALIA,BRITAIN,REAL WAGES,1.7917594692280547,1,1,NA,NA,NA,Australia,Australia,2
2004,ECON.MODELLING,2,3,1.4142135623730951,10,5,4.242640687119285,8,AGGREGATE DEMAND;PRICE ADJUSTMENT;MONOPOLISTIC COMPETITION;INFLATION;OUTPUT;COSTS;COINTEGRATION;AUSTRALIA;RESPONDS,9,AGGREGATE DEMAND,AUSTRALIA,COINTEGRATION,2.1972245773362196,1,1,NA,NA,NA,Australia,Australia,2
2004,J.DEV.ECON.,1,1,NA,26,26,NA,26,FACTOR COMPONENTS;DECOMPOSITION;REMITTANCES,3,DECOMPOSITION,FACTOR COMPONENTS,REMITTANCES,1.0986122886681096,1,1,NA,NA,NA,Australia,Australia,2
2004,J.INTER.HIST.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2004,J.MONETARY.ECON,1,1,NA,41,41,NA,41,SURPRISES,1,SURPRISES,NA,NA,-0,1,1,NA,NA,NA,Australia,Australia,0
2004,J.PUBLIC.ECON,1,2,NA,31,31,NA,31,APPEALS,1,APPEALS,NA,NA,-0,1,1,NA,NA,NA,Australia,Australia,1
2004,SOC.SCI.HIST.,1,1,NA,14,14,NA,14,HEIGHTS;ENGLAND;AMERICA;BRITISH;WALES,5,AMERICA,BRITISH,ENGLAND,1.6094379124341005,1,1,NA,NA,NA,Australia,Australia,1
2005,ECON.MODELLING,2,3.5,0.7071067811865476,22,11,8.48528137423857,17,GENERAL EQUILIBRIUM-ANALYSIS;GROWTH;TIME-SERIES;BUSINESS;ASYMMETRY,5,ASYMMETRY,BUSINESS,GENERAL EQUILIBRIUM-ANALYSIS,1.6094379124341005,1,1,NA,NA,NA,Australia,Australia,0
2005,EU.ECON.REV.,1,1,NA,15,15,NA,15,WORK;TIME,2,TIME,WORK,NA,0.6931471805599453,1,1,NA,NA,NA,Australia,Australia,0
2005,EXP.ECON.HIST.,1,1,NA,22,22,NA,22,UNIT-ROOT HYPOTHESIS;OIL-PRICE SHOCK;ECONOMIC-GROWTH;GREAT CRASH;TIME-SERIES;TREND;TESTS;MODELS;BREAKS,9,BREAKS,ECONOMIC-GROWTH,GREAT CRASH,2.1972245773362196,1,1,NA,NA,NA,Australia,Australia,0
2005,J.INTER.HIST.,1,1,NA,6,6,NA,6,AMERICA,1,AMERICA,NA,NA,-0,1,1,NA,NA,NA,Australia,Australia,0
2006,ECON.MODELLING,1,1,NA,404,404,NA,404,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2006,ECONOMICS LETTERS,1,2,NA,22,22,NA,22,UNIT ROOTS;HYSTERESIS,2,HYSTERESIS,UNIT ROOTS,NA,0.6931471805599453,1,1,NA,NA,NA,Australia,Australia,0
2007,CLIO,1,1,NA,1,1,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2007,ECON.MODELLING,2,3.5,2.1213203435596424,44,22,22.627416997969522,38,TRADE;MACROECONOMICS;BALANCE;PRICES;IMPACT;POLICY;TERMS;GOODS;WELL;LONG-RUN;PHILIPPINES;COUNTRY;TARIFFS;SCHEME;INCOME;GOODS,16,GOODS,BALANCE,COUNTRY,2.685945324669788,1.0666666666666667,1,NA,NA,NA,Australia,Australia,2
2007,ECONOMICS LETTERS,1,2,NA,2,2,NA,2,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2007,EXP.ECON.HIST.,2,1.5,0.7071067811865476,122,61,52.32590180780452,98,CULTURE;PRODUCTIVITY;INSTITUTIONS;EVOLUTION;UNITED-STATES;PRODUCTIVITY,6,PRODUCTIVITY,CULTURE,EVOLUTION,1.5607104090414063,1.2,1,NA,NA,NA,Australia,Australia,0
2007,J.MONETARY.ECON,1,2,NA,241,241,NA,241,MONETARY-POLICY RULES;ECONOMETRIC-ANALYSIS;INFLATION DYNAMICS;PHILLIPS-CURVE;IDENTIFICATION;PRICES,6,ECONOMETRIC-ANALYSIS,IDENTIFICATION,INFLATION DYNAMICS,1.7917594692280547,1,1,NA,NA,NA,Australia,Australia,0
2007,REV.ECON.STAT.,1,2,NA,115,115,NA,115,HEALTH,1,HEALTH,NA,NA,-0,1,1,NA,NA,NA,Australia,Australia,0
2008,ECON.MODELLING,2,1.5,0.7071067811865476,8,4,2.8284271247461903,6,LINEAR-MODELS;POWER;SIZE;TRENDS,4,LINEAR-MODELS,POWER,SIZE,1.3862943611198906,1,1,NA,NA,NA,Australia,Australia,0
2008,ECONOMICS LETTERS,2,1.5,0.7071067811865476,12,6,5.656854249492381,10,GRADIENT;INFLATION,2,GRADIENT,INFLATION,NA,0.6931471805599453,1,1,NA,NA,NA,Australia,Australia,0
2008,REV.ECON.STAT.,2,2.5,0.7071067811865476,397,198.5,242.5376259469858,370,TIME;ALLOCATION;ECONOMIC-GROWTH;DETERMINANTS;INDUSTRIAL;GEOGRAPHY;WEALTH;TRADE;BIAS,9,ALLOCATION,BIAS,DETERMINANTS,2.1972245773362196,1,1,NA,NA,NA,Australia,Australia,0
2009,ECON.HIST.REV.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2009,ECON.MODELLING,3,2,1,13,4.333333333333333,1.5275252316519465,6,PURCHASING POWER PARITY;REAL EXCHANGE-RATES;UNIT-ROOT TESTS;LONG MEMORY;TIME-SERIES;TREND STATIONARITY;EFFICIENT TESTS;MEAN-REVERSION;NONSTATIONARY;PRICE;AUSTRALIAN WOOL;SUBSTITUTION;INDUSTRY,13,AUSTRALIAN WOOL,EFFICIENT TESTS,INDUSTRY,2.5649493574615376,1,1,NA,NA,NA,Australia,Australia,2
2009,EXP.ECON.HIST.,1,1,NA,16,16,NA,16,HEIGHT;GROWTH;STANDARDS;MALES;AGE,5,AGE,GROWTH,HEIGHT,1.6094379124341005,1,1,NA,NA,NA,Australia,Australia,0
2009,J.ECON.LIT.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2009,J.PUBLIC.ECON,2,3,1.4142135623730951,207,103.5,41.71930009000631,133,CULTURAL TRANSMISSION;COOPERATION;RECIPROCITY;ECONOMICS;SAVE TAXES;TERM,6,COOPERATION,CULTURAL TRANSMISSION,ECONOMICS,1.7917594692280547,1,1,NA,NA,NA,Australia,Australia,1
2010,ECON.HIST.REV.,1,1,NA,11,11,NA,11,BRITISH EXPANSION OVERSEAS;GENTLEMANLY CAPITALISM;IMPERIALISM;EMPIRE;ARGENTINA;CITY,6,ARGENTINA,BRITISH EXPANSION OVERSEAS,CITY,1.7917594692280547,1,1,NA,NA,NA,Australia,Australia,1
2010,ECON.MODELLING,2,2,1.4142135623730951,17,8.5,2.1213203435596424,10,SIZE DISTRIBUTION;MODEL;INTERNATIONAL REMITTANCES;LABOR MIGRATION;PANEL-DATA;TESTS;COINTEGRATION;ECONOMIES;POVERTY;MODELS,10,COINTEGRATION,ECONOMIES,INTERNATIONAL REMITTANCES,2.3025850929940455,1,1,NA,NA,NA,Australia,Australia,1
2010,ECONOMICS LETTERS,1,2,NA,2,2,NA,2,HYPOTHESIS TESTS;FIELLER THEOREM,2,FIELLER THEOREM,HYPOTHESIS TESTS,NA,0.6931471805599453,1,1,NA,NA,NA,Australia,Australia,2
2010,EXP.ECON.HIST.,1,1,NA,7,7,NA,7,UNITED-STATES;UNION-BANK;RIGIDITY;UNEMPLOYMENT;FLEXIBILITY;INFLATION;AUSTRALIA;SALARIES,8,AUSTRALIA,FLEXIBILITY,INFLATION,2.0794415416798357,1,1,NA,NA,NA,Australia,Australia,0
2011,AMER.ECON.REV,1,2,NA,11,11,NA,11,IDENTIFICATION,1,IDENTIFICATION,NA,NA,-0,1,1,NA,NA,NA,Australia,Australia,0
2011,CLIO,1,2,NA,3,3,NA,3,AUSTRALIA;ECONOMICS;PAY,3,AUSTRALIA,ECONOMICS,PAY,1.0986122886681096,1,1,NA,NA,NA,Australia,Australia,0
2011,ECON.HIST.REV.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2011,ECON.MODELLING,10,1.5,0.5270462766947299,161,16.1,13.428411008835788,46,TRANSMISSION;VOLATILITY;UNIT-ROOT;SMOOTH BREAKS;HYPOTHESIS;STATES;RATES;INSTRUMENT ROBUST-TESTS;PRICES;GMM;PARAMETER;OPTIMUM CURRENCY AREAS;BUSINESS CYCLES;RISK;INSURANCE;INTEGRATION;STATES;UNIT-ROOT TESTS;LIKELIHOOD RATIO TEST;TIME-SERIES;SPECIFICATION ERROR;NONLINEARITY TESTS;MEAN REVERSION;PANEL-DATA;STATES;STATIONARITY;MODELS;MONETARY-POLICY;TIME-SERIES;UNCERTAINTY;RATES;HETEROSCEDASTICITY;VOLATILITY;PROFESSIONAL SPORTS;RANKING;TEAMS;TOURNAMENTS;FOOTBALL;DESIGN;MONETARY-POLICY RULES;STRUCTURAL VAR;EXCHANGE-RATE;VECTOR AUTOREGRESSIONS;INTERNATIONAL EVIDENCE;PHILLIPS-CURVE;REALITY;MACROECONOMICS;COUNTRIES;FRAMEWORK;ESTIMATING POTENTIAL OUTPUT;MONETARY-POLICY;BUSINESS CYCLES;TIME;UNEMPLOYMENT;INFLATION;EXPECTATIONS;PREFERENCE;FRAMEWORK;HODRICK-PRESCOTT FILTER;MACROECONOMIC TIME-SERIES;STYLIZED FACTS;MODELS;TECHNOLOGY;FREQUENCY;TRENDS;MONEY,66,STATES,BUSINESS CYCLES,FRAMEWORK,3.992686599695461,1.1578947368421053,1,NA,NA,NA,Australia,Australia,7
2011,ECONOMICS LETTERS,2,2,0,33,16.5,9.192388155425117,23,POLITICS,1,POLITICS,NA,NA,-0,1,1,NA,NA,NA,Australia,Australia,0
2012,ECON.HIST.REV.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2012,ECON.MODELLING,10,2.2,0.9189365834726815,227,22.7,20.752777591873762,73,MONOPOLISTIC COMPETITION;INCREASING RETURNS;PRODUCT DIFFERENTIATION;ECONOMIC-GROWTH;SCALE;TRADE;OUTBREAK;IMPACT;AGROTERRORISM;TIME-SERIES;UNIT-ROOT;PANEL-DATA;UNEMPLOYMENT;PUNISHMENT;RATES;AUSTRALIA;TESTS;COINTEGRATION;DETERMINANTS;TIME-SERIES;LONG-RUN;COINTEGRATION;WHOLESALE;INFLATION;MONEY;INFERENCE;FEEDBACK;TESTS;UNIT-ROOT;TIME-SERIES;COINTEGRATION;POLICY;TESTS;CHOICE;BIFURCATION TOPOLOGICAL-STRUCTURE;GLOBAL COMPLICATED CHARACTER;DYNAMICS;KIND;ENVIRONMENTAL KUZNETS CURVE;CARBON-DIOXIDE EMISSIONS;CLIMATE-CHANGE;TIME-SERIES;FOSSIL-FUELS;UNIT-ROOT;NUCLEAR;POWER;HYPOTHESIS;REGRESSION;FISHER HYPOTHESIS;COINTEGRATION;INTERVALS;WILD BOOTSTRAP;BIVARIATE DISTRIBUTIONS;CREDIT CONTAGION;SWAP RATES;DETERMINANTS;TESTS;PARAMETER;FAMILIES;MARKETS;SPREADS,61,COINTEGRATION,TESTS,TIME-SERIES,3.7614039697378514,1.2448979591836735,1,NA,NA,NA,Australia,Australia,12
2012,ECONOMICS LETTERS,1,2,NA,9,9,NA,9,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2012,J.DEV.ECON.,2,2.5,0.7071067811865476,42,21,16.97056274847714,33,INTERNATIONAL MIGRATION;SEMIPARAMETRIC ESTIMATION;EMPIRICAL-EVIDENCE;BRAIN-DRAIN;MIGRANTS;SAVINGS;SPECIFICATION;INVESTMENT;IMMIGRANTS;INSURANCE;CAPITAL STRUCTURE;PECKING ORDER;DECISIONS;DETERMINANTS;INFORMATION;SELECTION;MARKETS;FIRMS;PANEL,19,BRAIN-DRAIN,CAPITAL STRUCTURE,DECISIONS,2.9444389791664403,1,1,NA,NA,NA,Australia,Australia,0
2012,J.INTER.HIST.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2013,ECON.MODELLING,9,2,0.7071067811865476,121,13.444444444444445,9.001543077593851,26,UNEMPLOYMENT DYNAMICS;FLOWS;OUTS;INS;HEALTH-CARE;EQUITY;GASOLINE PRICES;UNIT-ROOT;CRUDE-OIL;DEMAND;ADJUSTMENT;OLIGOPOLY;FEATHERS;ROCKETS;TESTS;THRESHOLD COINTEGRATION;ERROR-CORRECTION;RETURNS;SENSITIVITY;BOND;IMPACTS;POVERTY;REFORM;ENERGY-CONSUMPTION;GDP;CHINA;NEXUS;AUSTRALIA;EQUILIBRIUM UNEMPLOYMENT;TEMPORAL AGGREGATION;TRADE;ECONOMY;WAGES;COINTEGRATION;GLOBALIZATION;INFERENCE;SECTOR;CURVE;EURO AREA;LIQUIDITY;CHANNELS;MARKETS;RELATIVE-INCOME;UNEMPLOYMENT;UTILITY;TIME,46,ADJUSTMENT,AUSTRALIA,BOND,3.8286413964890924,1,1,NA,NA,NA,Australia,Australia,4
2013,J.ECON.LIT.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2013,REV.ECON.STAT.,1,1,NA,17,17,NA,17,MILITARY SERVICE;INSTRUMENTAL VARIABLES;DISABILITY ROLLS;DRAFT;RISE;MORTALITY;DECLINE;HEALTH,8,DECLINE,DISABILITY ROLLS,DRAFT,2.0794415416798357,1,1,NA,NA,NA,Australia,Australia,1
2014,ECON.MODELLING,9,3,1,143,15.88888888888889,21.865752013390967,73,INTEREST-RATE PASS;FEDERAL-FUNDS RATE;TIME-SERIES;UNIT-ROOT;MONETARY-POLICY;INTEREST-RATES;ADJUSTMENT;ERROR DISTRIBUTION;MULTIVARIATE;FOREIGN DIRECT-INVESTMENT;AGGREGATE MERGER ACTIVITY;ACQUISITIONS;COUNTRIES;MARKET;INFERENCE;EXPORTS;UK;MODEL;EXPORT-LED GROWTH;CONDITIONAL HETEROSKEDASTICITY;FINANCIAL-MARKETS;HYPOTHESIS;RETURNS;MODELS;WATER;HODRICK-PRESCOTT FILTER;SECTOR;CRASH;NONLINEAR GRANGER CAUSALITY;COINTEGRATION;INFERENCE;DYNAMICS;INDEX,33,INFERENCE,ACQUISITIONS,ADJUSTMENT,3.4544986414325436,1.03125,1,NA,NA,NA,Australia,Australia,2
2014,ECONOMICS LETTERS,2,2,0,45,22.5,24.748737341529164,40,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2014,EU.ECON.REV.,2,2.5,0.7071067811865476,103,51.5,65.76093065034893,98,ECONOMICS JOURNALS;RELATIVE IMPACTS;QUALITY;FREQUENCY;RANKING;BIAS;BACKGROUND RISK;AVERSION;ATTITUDES;UNCERTAINTY;UTILITY;CHOICE;EXPLANATION;HABIT,14,ATTITUDES,AVERSION,BACKGROUND RISK,2.6390573296152584,1,1,NA,NA,NA,Australia,Australia,0
2014,J.INTER.HIST.,1,1,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,Australia,Australia,NA
2014,SOC.SCI.HIST.,1,1,NA,3,3,NA,3,PARTY CONTROL;NEW-YORK;IMPACT;LAWS;ERRORS;STATES,6,ERRORS,IMPACT,LAWS,1.7917594692280547,1,1,NA,NA,NA,Australia,Australia,1
2015,ECON.HIST.REV.,3,1.3333333333333333,0.5773502691896257,22,7.333333333333334,10.214368964029708,19,CURRENCY COMPOSITION;RESERVE CURRENCY;RISK;MARKETS;PRICES;INVESTMENT;RETURNS,7,CURRENCY COMPOSITION,INVESTMENT,MARKETS,1.945910149055313,1,1,NA,NA,NA,Australia,Australia,2
