.,Freq,freq,cum_freq,rank,gini
ENDEMIC AREA,1,6.506731213440304e-6,0.9629506724703899,10070,-0.0021290930807276176
ENDEMIC GOITER,1,6.506731213440304e-6,0.9629571792016033,10071,-0.0021290930807276176
ENDINGS,1,6.506731213440304e-6,0.9629636859328167,10072,-0.0021290930807276176
ENDOGAMY,1,6.506731213440304e-6,0.9629701926640301,10073,-0.0021290930807276176
ENDOGENOUS CORRUPTION,1,6.506731213440304e-6,0.9629766993952434,10074,-0.0021290930807276176
ENDOGENOUS ELECTIONS,1,6.506731213440304e-6,0.9629832061264568,10075,-0.0021290930807276176
ENDOGENOUS EXPLANATORY VARIABLES,1,6.506731213440304e-6,0.9629897128576702,10076,-0.0021290930807276176
ENDOGENOUS GROUP FORMATION,1,6.506731213440304e-6,0.9629962195888836,10077,-0.0021290930807276176
ENDOGENOUS GROWTH THEORY,1,6.506731213440304e-6,0.963002726320097,10078,-0.0021290930807276176
ENDOGENOUS LIABILITIES,1,6.506731213440304e-6,0.9630092330513104,10079,-0.0021290930807276176
ENDOGENOUS QUALITY CHOICE,1,6.506731213440304e-6,0.9630157397825237,10080,-0.0021290930807276176
ENDOGENOUS REGRESSORS,1,6.506731213440304e-6,0.9630222465137371,10081,-0.0021290930807276176
ENDOGENOUS STRATIFICATION,1,6.506731213440304e-6,0.9630287532449505,10082,-0.0021290930807276176
ENDOGENOUS SWITCHING MODEL,1,6.506731213440304e-6,0.9630352599761639,10083,-0.0021290930807276176
ENDOGENOUS VERIFIABILITY,1,6.506731213440304e-6,0.9630417667073773,10084,-0.0021290930807276176
ENDOGENOUS-GROWTH,1,6.506731213440304e-6,0.9630482734385907,10085,-0.0021290930807276176
ENDOGENOUS-GROWTH-MODEL,1,6.506731213440304e-6,0.9630547801698041,10086,-0.0021290930807276176
ENDORSEMENTS,1,6.506731213440304e-6,0.9630612869010174,10087,-0.0021290930807276176
ENERGY COMMODITIES,1,6.506731213440304e-6,0.9630677936322308,10088,-0.0021290930807276176
ENERGY COMMODITY PRICES,1,6.506731213440304e-6,0.9630743003634442,10089,-0.0021290930807276176
ENERGY DEMAND,1,6.506731213440304e-6,0.9630808070946576,10090,-0.0021290930807276176
ENERGY INTENSITY,1,6.506731213440304e-6,0.963087313825871,10091,-0.0021290930807276176
ENERGY POVERTY,1,6.506731213440304e-6,0.9630938205570844,10092,-0.0021290930807276176
ENERGY PRICES,1,6.506731213440304e-6,0.9631003272882978,10093,-0.0021290930807276176
ENERGY SERVICES,1,6.506731213440304e-6,0.9631068340195111,10094,-0.0021290930807276176
ENERGY-CONSERVATION POLICIES,1,6.506731213440304e-6,0.9631133407507245,10095,-0.0021290930807276176
ENERGY-CONSUMPTION PERMANENT,1,6.506731213440304e-6,0.9631198474819379,10096,-0.0021290930807276176
ENERGY-DENSITY,1,6.506731213440304e-6,0.9631263542131513,10097,-0.0021290930807276176
ENERGY-EFFICIENCY,1,6.506731213440304e-6,0.9631328609443647,10098,-0.0021290930807276176
ENERGY-EFFICIENCY GAP,1,6.506731213440304e-6,0.9631393676755781,10099,-0.0021290930807276176
ENERGY-INTAKE,1,6.506731213440304e-6,0.9631458744067914,10100,-0.0021290930807276176
ENERGY-MINERAL NEXUS,1,6.506731213440304e-6,0.9631523811380048,10101,-0.0021290930807276176
ENERGY-PRODUCTION,1,6.506731213440304e-6,0.9631588878692182,10102,-0.0021290930807276176
ENFORCEABILITY,1,6.506731213440304e-6,0.9631653946004316,10103,-0.0021290930807276176
ENFORCERS,1,6.506731213440304e-6,0.963171901331645,10104,-0.0021290930807276176
ENFRANCHISEMENT,1,6.506731213440304e-6,0.9631784080628584,10105,-0.0021290930807276176
ENGINEERING COMPETITION,1,6.506731213440304e-6,0.9631849147940718,10106,-0.0021290930807276176
ENGINEERS,1,6.506731213440304e-6,0.9631914215252851,10107,-0.0021290930807276176
ENGLAND MPC MEMBERS,1,6.506731213440304e-6,0.9631979282564985,10108,-0.0021290930807276176
ENGLISH BANK DEPOSITS,1,6.506731213440304e-6,0.9632044349877119,10109,-0.0021290930807276176
ENGLISH ECONOMY,1,6.506731213440304e-6,0.9632109417189253,10110,-0.0021290930807276176
ENGLISH FOREIGN-TRADE,1,6.506731213440304e-6,0.9632174484501387,10111,-0.0021290930807276176
ENGLISH PEASANTS,1,6.506731213440304e-6,0.9632239551813521,10112,-0.0021290930807276176
ENGLISH POOR-LAW,1,6.506731213440304e-6,0.9632304619125654,10113,-0.0021290930807276176
ENGLISH POPULATION HISTORY,1,6.506731213440304e-6,0.9632369686437788,10114,-0.0021290930807276176
ENGLISH SWEATING SICKNESS,1,6.506731213440304e-6,0.9632434753749922,10115,-0.0021290930807276176
ENGLISH-AGRICULTURE,1,6.506731213440304e-6,0.9632499821062056,10116,-0.0021290930807276176
ENGLISH-CIVIL-WAR,1,6.506731213440304e-6,0.963256488837419,10117,-0.0021290930807276176
ENGLISH-POPULATION-HISTORY-FROM-FAMILY-RECONSTITUTION-1580-1837,1,6.506731213440304e-6,0.9632629955686324,10118,-0.0021290930807276176
ENLARGEMENT,1,6.506731213440304e-6,0.9632695022998458,10119,-0.0021290930807276176
ENROLLMENTS,1,6.506731213440304e-6,0.9632760090310591,10120,-0.0021290930807276176
ENSO,1,6.506731213440304e-6,0.9632825157622725,10121,-0.0021290930807276176
ENTEROCOCCUS,1,6.506731213440304e-6,0.9632890224934859,10122,-0.0021290930807276176
ENTERPRISE PERFORMANCE,1,6.506731213440304e-6,0.9632955292246993,10123,-0.0021290930807276176
ENTICE,1,6.506731213440304e-6,0.9633020359559127,10124,-0.0021290930807276176
ENTITLEMENTS,1,6.506731213440304e-6,0.9633085426871261,10125,-0.0021290930807276176
ENTRANT,1,6.506731213440304e-6,0.9633150494183395,10126,-0.0021290930807276176
ENTREPRENEURIAL CHOICE,1,6.506731213440304e-6,0.9633215561495528,10127,-0.0021290930807276176
ENTREPRENEURIAL FINANCE,1,6.506731213440304e-6,0.9633280628807662,10128,-0.0021290930807276176
ENTREPRENEURIAL ORIENTATION,1,6.506731213440304e-6,0.9633345696119796,10129,-0.0021290930807276176
ENTREPRENEURIAL RISK-TAKING,1,6.506731213440304e-6,0.963341076343193,10130,-0.0021290930807276176
ENTRY CONDITIONS,1,6.506731213440304e-6,0.9633475830744064,10131,-0.0021290930807276176
ENTRY STRATEGIES,1,6.506731213440304e-6,0.9633540898056198,10132,-0.0021290930807276176
ENTRY-DETERRENCE,1,6.506731213440304e-6,0.9633605965368331,10133,-0.0021290930807276176
ENTRY-MODE,1,6.506731213440304e-6,0.9633671032680465,10134,-0.0021290930807276176
ENUMERATION,1,6.506731213440304e-6,0.9633736099992599,10135,-0.0021290930807276176
ENVELOPE CONDITION METHOD,1,6.506731213440304e-6,0.9633801167304733,10136,-0.0021290930807276176
ENVIRONMENTAL CONCERN,1,6.506731213440304e-6,0.9633866234616867,10137,-0.0021290930807276176
ENVIRONMENTAL DAMAGES,1,6.506731213440304e-6,0.9633931301929001,10138,-0.0021290930807276176
ENVIRONMENTAL DEGRADATION,1,6.506731213440304e-6,0.9633996369241135,10139,-0.0021290930807276176
ENVIRONMENTAL EPIGENOMICS,1,6.506731213440304e-6,0.9634061436553268,10140,-0.0021290930807276176
ENVIRONMENTAL EXTERNALITIES,1,6.506731213440304e-6,0.9634126503865402,10141,-0.0021290930807276176
ENVIRONMENTAL GOODS,1,6.506731213440304e-6,0.9634191571177536,10142,-0.0021290930807276176
ENVIRONMENTAL LEAD,1,6.506731213440304e-6,0.963425663848967,10143,-0.0021290930807276176
ENVIRONMENTAL REPERCUSSIONS,1,6.506731213440304e-6,0.9634321705801804,10144,-0.0021290930807276176
ENVIRONMENTAL SERVICES,1,6.506731213440304e-6,0.9634386773113938,10145,-0.0021290930807276176
ENVIRONMENTAL TAX,1,6.506731213440304e-6,0.96344518404260715,10146,-0.0021290930807276176
ENVIRONMENTAL TAX-REFORM,1,6.506731213440304e-6,0.9634516907738205,10147,-0.0021290930807276176
ENVIRONMENTAL TAXATION,1,6.506731213440304e-6,0.9634581975050339,10148,-0.0021290930807276176
ENVIRONMENTAL TAXES,1,6.506731213440304e-6,0.9634647042362473,10149,-0.0021290930807276176
ENVIRONMENTAL VARIABLES,1,6.506731213440304e-6,0.9634712109674607,10150,-0.0021290930807276176
ENVIRONMENTAL-IMPACT,1,6.506731213440304e-6,0.9634777176986741,10151,-0.0021290930807276176
ENVIRONMENTAL-INFLUENCES,1,6.506731213440304e-6,0.9634842244298875,10152,-0.0021290930807276176
EPIDEMIOLOGIC TRANSITION,1,6.506731213440304e-6,0.9634907311611008,10153,-0.0021290930807276176
EPISTEMIC CONDITIONS,1,6.506731213440304e-6,0.9634972378923142,10154,-0.0021290930807276176
EPQ MODEL,1,6.506731213440304e-6,0.9635037446235276,10155,-0.0021290930807276176
EQUAL BEQUESTS,1,6.506731213440304e-6,0.963510251354741,10156,-0.0021290930807276176
EQUAL PAY,1,6.506731213440304e-6,0.9635167580859544,10157,-0.0021290930807276176
EQUAL-EMPLOYMENT OPPORTUNITY,1,6.506731213440304e-6,0.9635232648171678,10158,-0.0021290930807276176
EQUATION MODELS,1,6.506731213440304e-6,0.9635297715483812,10159,-0.0021290930807276176
EQUATION TOBIT-MODEL,1,6.506731213440304e-6,0.9635362782795945,10160,-0.0021290930807276176
EQUATORIAL EAST-AFRICA,1,6.506731213440304e-6,0.9635427850108079,10161,-0.0021290930807276176
EQUILIBRIUM ASSET PRICES,1,6.506731213440304e-6,0.9635492917420213,10162,-0.0021290930807276176
EQUILIBRIUM EFFICIENCY,1,6.506731213440304e-6,0.9635557984732347,10163,-0.0021290930807276176
EQUILIBRIUM INDETERMINACY,1,6.506731213440304e-6,0.9635623052044481,10164,-0.0021290930807276176
EQUILIBRIUM VERTICAL FORECLOSURE,1,6.506731213440304e-6,0.9635688119356615,10165,-0.0021290930807276176
EQUITY AUCTIONS,1,6.506731213440304e-6,0.9635753186668748,10166,-0.0021290930807276176
EQUITY CARVE-OUTS,1,6.506731213440304e-6,0.9635818253980882,10167,-0.0021290930807276176
EQUITY CONSTRAINTS,1,6.506731213440304e-6,0.9635883321293016,10168,-0.0021290930807276176
EQUITY DEFAULT SWAPS,1,6.506731213440304e-6,0.963594838860515,10169,-0.0021290930807276176
EQUITY GRANTS,1,6.506731213440304e-6,0.9636013455917284,10170,-0.0021290930807276176
EQUITY INCENTIVES,1,6.506731213440304e-6,0.9636078523229418,10171,-0.0021290930807276176
EQUITY LENDING MARKET,1,6.506731213440304e-6,0.9636143590541552,10172,-0.0021290930807276176
EQUITY OPTIONS,1,6.506731213440304e-6,0.9636208657853685,10173,-0.0021290930807276176
ERGODIC DIFFUSION,1,6.506731213440304e-6,0.9636273725165819,10174,-0.0021290930807276176
ERGODIC-THEOREMS,1,6.506731213440304e-6,0.9636338792477953,10175,-0.0021290930807276176
ERGODICITY,1,6.506731213440304e-6,0.9636403859790087,10176,-0.0021290930807276176
EROSION,1,6.506731213440304e-6,0.9636468927102221,10177,-0.0021290930807276176
EROTICA,1,6.506731213440304e-6,0.9636533994414355,10178,-0.0021290930807276176
ERP IMPLEMENTATION,1,6.506731213440304e-6,0.9636599061726489,10179,-0.0021290930807276176
ERROR DISTRIBUTION,1,6.506731213440304e-6,0.9636664129038622,10180,-0.0021290930807276176
ERROR RATES,1,6.506731213440304e-6,0.9636729196350756,10181,-0.0021290930807276176
ERROR-COMPONENTS MODEL,1,6.506731213440304e-6,0.963679426366289,10182,-0.0021290930807276176
ERRORS-IN-VARIABLES,1,6.506731213440304e-6,0.9636859330975024,10183,-0.0021290930807276176
ERYTHROMYCIN,1,6.506731213440304e-6,0.9636924398287158,10184,-0.0021290930807276176
ESCAPE,1,6.506731213440304e-6,0.9636989465599292,10185,-0.0021290930807276176
ESOPHAGEAL,1,6.506731213440304e-6,0.9637054532911425,10186,-0.0021290930807276176
ESOPS,1,6.506731213440304e-6,0.9637119600223559,10187,-0.0021290930807276176
ESSAYS,1,6.506731213440304e-6,0.9637184667535693,10188,-0.0021290930807276176
ESSENTIAL MEDICINES,1,6.506731213440304e-6,0.9637249734847827,10189,-0.0021290930807276176
ESSENTIALITY,1,6.506731213440304e-6,0.9637314802159961,10190,-0.0021290930807276176
ESTABLISHMENT SIZE,1,6.506731213440304e-6,0.9637379869472095,10191,-0.0021290930807276176
ESTATE ACTS,1,6.506731213440304e-6,0.9637444936784229,10192,-0.0021290930807276176
ESTATE-TAX,1,6.506731213440304e-6,0.9637510004096362,10193,-0.0021290930807276176
ESTEEM,1,6.506731213440304e-6,0.9637575071408496,10194,-0.0021290930807276176
ESTIMATING ADULT MORTALITY,1,6.506731213440304e-6,0.963764013872063,10195,-0.0021290930807276176
ESTIMATING CROP YIELDS,1,6.506731213440304e-6,0.9637705206032764,10196,-0.0021290930807276176
ESTIMATING INCUMBENCY ADVANTAGE,1,6.506731213440304e-6,0.9637770273344898,10197,-0.0021290930807276176
ESTIMATING MIXTURES,1,6.506731213440304e-6,0.9637835340657032,10198,-0.0021290930807276176
ESTIMATING POLICY POSITIONS,1,6.506731213440304e-6,0.9637900407969165,10199,-0.0021290930807276176
ESTIMATING RISK PREFERENCES,1,6.506731213440304e-6,0.9637965475281299,10200,-0.0021290930807276176
ETFS,1,6.506731213440304e-6,0.9638030542593433,10201,-0.0021290930807276176
ETHICAL DECISION-MAKING,1,6.506731213440304e-6,0.9638095609905567,10202,-0.0021290930807276176
ETHNIC EARNINGS DIFFERENTIALS,1,6.506731213440304e-6,0.9638160677217701,10203,-0.0021290930807276176
ETHNIC IDENTIFICATION,1,6.506731213440304e-6,0.9638225744529835,10204,-0.0021290930807276176
ETHNIC INTERMARRIAGE,1,6.506731213440304e-6,0.9638290811841969,10205,-0.0021290930807276176
ETHNIC QUOTAS,1,6.506731213440304e-6,0.9638355879154102,10206,-0.0021290930807276176
ETHNIC VIOLENCE,1,6.506731213440304e-6,0.9638420946466236,10207,-0.0021290930807276176
ETHNIC-MINORITIES,1,6.506731213440304e-6,0.963848601377837,10208,-0.0021290930807276176
ETHNOGENESIS,1,6.506731213440304e-6,0.9638551081090504,10209,-0.0021290930807276176
EU COUNTRIES,1,6.506731213440304e-6,0.9638616148402638,10210,-0.0021290930807276176
EU REGIONAL POLICY,1,6.506731213440304e-6,0.9638681215714772,10211,-0.0021290930807276176
EUGENICS,1,6.506731213440304e-6,0.9638746283026906,10212,-0.0021290930807276176
EULER EQUATION,1,6.506731213440304e-6,0.9638811350339039,10213,-0.0021290930807276176
EURO AREA COUNTRIES,1,6.506731213440304e-6,0.9638876417651173,10214,-0.0021290930807276176
EURO-AREA GDP,1,6.506731213440304e-6,0.9638941484963307,10215,-0.0021290930807276176
EUROPEAN BANKS,1,6.506731213440304e-6,0.9639006552275441,10216,-0.0021290930807276176
EUROPEAN BUSINESS CYCLES,1,6.506731213440304e-6,0.9639071619587575,10217,-0.0021290930807276176
EUROPEAN CENTRAL BANK,1,6.506731213440304e-6,0.9639136686899709,10218,-0.0021290930807276176
EUROPEAN FIRMS,1,6.506731213440304e-6,0.9639201754211842,10219,-0.0021290930807276176
EUROPEAN MONETARY-POLICY,1,6.506731213440304e-6,0.9639266821523976,10220,-0.0021290930807276176
EUROPEAN MONETARY-SYSTEM,1,6.506731213440304e-6,0.963933188883611,10221,-0.0021290930807276176
EUROPEAN STRUCTURAL FUNDS,1,6.506731213440304e-6,0.9639396956148244,10222,-0.0021290930807276176
EUROPEAN-CENTRAL-BANK,1,6.506731213440304e-6,0.9639462023460378,10223,-0.0021290930807276176
EUROPEAN-COUNTRIES,1,6.506731213440304e-6,0.9639527090772512,10224,-0.0021290930807276176
EUROPEAN-WORKS-COUNCILS,1,6.506731213440304e-6,0.9639592158084646,10225,-0.0021290930807276176
EUROSYSTEM,1,6.506731213440304e-6,0.9639657225396779,10226,-0.0021290930807276176
EUROZONE CRISIS,1,6.506731213440304e-6,0.9639722292708913,10227,-0.0021290930807276176
EVENING COMMUTES,1,6.506731213440304e-6,0.9639787360021047,10228,-0.0021290930807276176
EVENT DATASET,1,6.506731213440304e-6,0.9639852427333181,10229,-0.0021290930807276176
EVOLUTIONARY GAMES,1,6.506731213440304e-6,0.9639917494645315,10230,-0.0021290930807276176
EVOLUTIONARY IMPLEMENTATION,1,6.506731213440304e-6,0.9639982561957449,10231,-0.0021290930807276176
EX-DAY BEHAVIOR,1,6.506731213440304e-6,0.9640047629269582,10232,-0.0021290930807276176
EX-POST INFORMATION,1,6.506731213440304e-6,0.9640112696581716,10233,-0.0021290930807276176
EXACT AGGREGATION,1,6.506731213440304e-6,0.964017776389385,10234,-0.0021290930807276176
EXACT DATE,1,6.506731213440304e-6,0.9640242831205984,10235,-0.0021290930807276176
EXCESS ENTRY THEOREM,1,6.506731213440304e-6,0.9640307898518118,10236,-0.0021290930807276176
EXCESS HEALTH-INSURANCE,1,6.506731213440304e-6,0.9640372965830252,10237,-0.0021290930807276176
EXCESS RESERVES,1,6.506731213440304e-6,0.9640438033142386,10238,-0.0021290930807276176
EXCESS STOCK RETURNS,1,6.506731213440304e-6,0.9640503100454519,10239,-0.0021290930807276176
EXCESS ZEROS,1,6.506731213440304e-6,0.9640568167766653,10240,-0.0021290930807276176
EXCESS-ENTRY THEOREM,1,6.506731213440304e-6,0.9640633235078787,10241,-0.0021290930807276176
EXCESSES,1,6.506731213440304e-6,0.9640698302390921,10242,-0.0021290930807276176
EXCHANGE ECONOMIES,1,6.506731213440304e-6,0.9640763369703055,10243,-0.0021290930807276176
EXCHANGE LISTINGS,1,6.506731213440304e-6,0.9640828437015189,10244,-0.0021290930807276176
EXCHANGE MARKET INTERVENTION,1,6.506731213440304e-6,0.9640893504327323,10245,-0.0021290930807276176
EXCHANGE MARKET-EFFICIENCY,1,6.506731213440304e-6,0.9640958571639456,10246,-0.0021290930807276176
EXCHANGE OFFERS,1,6.506731213440304e-6,0.964102363895159,10247,-0.0021290930807276176
EXCHANGE RATE EXPECTATIONS,1,6.506731213440304e-6,0.9641088706263724,10248,-0.0021290930807276176
EXCHANGE RISK,1,6.506731213440304e-6,0.9641153773575858,10249,-0.0021290930807276176
EXCHANGE-RATE CRISES,1,6.506731213440304e-6,0.9641218840887992,10250,-0.0021290930807276176
EXCHANGE-RATE DETERMINATION,1,6.506731213440304e-6,0.9641283908200126,10251,-0.0021290930807276176
EXCHANGE-RATE EXPECTATIONS,1,6.506731213440304e-6,0.96413489755122594,10252,-0.0021290930807276176
EXCHANGE-RATE FLEXIBILITY,1,6.506731213440304e-6,0.9641414042824393,10253,-0.0021290930807276176
EXCHANGE-RATE FLUCTUATIONS,1,6.506731213440304e-6,0.9641479110136527,10254,-0.0021290930807276176
EXCHANGE-RATE MANAGEMENT,1,6.506731213440304e-6,0.9641544177448661,10255,-0.0021290930807276176
EXCHANGE-RATE PREDICTABILITY,1,6.506731213440304e-6,0.9641609244760795,10256,-0.0021290930807276176
EXCISE TAX,1,6.506731213440304e-6,0.9641674312072929,10257,-0.0021290930807276176
EXCLUSIONARY CONDUCT,1,6.506731213440304e-6,0.9641739379385063,10258,-0.0021290930807276176
EXCLUSIVE CONTRACTS,1,6.506731213440304e-6,0.9641804446697196,10259,-0.0021290930807276176
EXCLUSIVE TERRITORIES,1,6.506731213440304e-6,0.964186951400933,10260,-0.0021290930807276176
EXECUTIVE FUNCTION,1,6.506731213440304e-6,0.9641934581321464,10261,-0.0021290930807276176
EXECUTIVE TURNOVER,1,6.506731213440304e-6,0.9641999648633598,10262,-0.0021290930807276176
EXECUTIVE VETO,1,6.506731213440304e-6,0.9642064715945732,10263,-0.0021290930807276176
EXEMPLAR,1,6.506731213440304e-6,0.9642129783257866,10264,-0.0021290930807276176
EXERCISE GAMES,1,6.506731213440304e-6,0.964219485057,10265,-0.0021290930807276176
EXERCISES,1,6.506731213440304e-6,0.9642259917882133,10266,-0.0021290930807276176
EXHAUSTIBLE NATURAL RESOURCES,1,6.506731213440304e-6,0.9642324985194267,10267,-0.0021290930807276176
EXISTENCE VALUE,1,6.506731213440304e-6,0.9642390052506401,10268,-0.0021290930807276176
EXIT STRATEGIES,1,6.506731213440304e-6,0.9642455119818535,10269,-0.0021290930807276176
EXON-III,1,6.506731213440304e-6,0.9642520187130669,10270,-0.0021290930807276176
EXPANSION METHOD,1,6.506731213440304e-6,0.9642585254442803,10271,-0.0021290930807276176
EXPANSION OVERSEAS,1,6.506731213440304e-6,0.9642650321754936,10272,-0.0021290930807276176
EXPECTATIONS MODELS,1,6.506731213440304e-6,0.964271538906707,10273,-0.0021290930807276176
EXPECTED CONSUMERS-SURPLUS,1,6.506731213440304e-6,0.9642780456379204,10274,-0.0021290930807276176
EXPECTED MARGINAL TOTALS,1,6.506731213440304e-6,0.9642845523691338,10275,-0.0021290930807276176
EXPECTED RETURN,1,6.506731213440304e-6,0.9642910591003472,10276,-0.0021290930807276176
EXPECTED STOCK-RETURNS,1,6.506731213440304e-6,0.9642975658315606,10277,-0.0021290930807276176
EXPECTED UTILITY ANALYSIS,1,6.506731213440304e-6,0.964304072562774,10278,-0.0021290930807276176
EXPECTED-SHORTFALL,1,6.506731213440304e-6,0.9643105792939873,10279,-0.0021290930807276176
EXPENDITURE ANNOUNCEMENTS,1,6.506731213440304e-6,0.9643170860252007,10280,-0.0021290930807276176
EXPENDITURE RISK,1,6.506731213440304e-6,0.9643235927564141,10281,-0.0021290930807276176
EXPENDITURE RULES,1,6.506731213440304e-6,0.9643300994876275,10282,-0.0021290930807276176
EXPENDITURE SURVEY,1,6.506731213440304e-6,0.9643366062188409,10283,-0.0021290930807276176
EXPENDITURE SURVEYS,1,6.506731213440304e-6,0.9643431129500543,10284,-0.0021290930807276176
EXPERIENCE CURVE,1,6.506731213440304e-6,0.9643496196812676,10285,-0.0021290930807276176
EXPERIMENTAL AUCTION MARKETS,1,6.506731213440304e-6,0.964356126412481,10286,-0.0021290930807276176
EXPERIMENTAL ECONOMY,1,6.506731213440304e-6,0.9643626331436944,10287,-0.0021290930807276176
EXPERIMENTAL IMPACTS,1,6.506731213440304e-6,0.9643691398749078,10288,-0.0021290930807276176
EXPERIMENTAL MARKET,1,6.506731213440304e-6,0.9643756466061212,10289,-0.0021290930807276176
EXPERIMENTAL MARKETS,1,6.506731213440304e-6,0.9643821533373346,10290,-0.0021290930807276176
EXPERT,1,6.506731213440304e-6,0.964388660068548,10291,-0.0021290930807276176
EXPLAINING VOTER TURNOUT,1,6.506731213440304e-6,0.9643951667997613,10292,-0.0021290930807276176
EXPLORATIONS,1,6.506731213440304e-6,0.9644016735309747,10293,-0.0021290930807276176
EXPLORATORY ANALYSIS,1,6.506731213440304e-6,0.9644081802621881,10294,-0.0021290930807276176
EXPLOSIVE BUBBLES,1,6.506731213440304e-6,0.9644146869934015,10295,-0.0021290930807276176
EXPLOSIVITY INDEX VEI,1,6.506731213440304e-6,0.9644211937246149,10296,-0.0021290930807276176
EXPONENT,1,6.506731213440304e-6,0.9644277004558283,10297,-0.0021290930807276176
EXPONENTIAL MODEL,1,6.506731213440304e-6,0.9644342071870416,10298,-0.0021290930807276176
EXPONENTIAL POWER DISTRIBUTIONS,1,6.506731213440304e-6,0.964440713918255,10299,-0.0021290930807276176
EXPONENTIAL SPLINES,1,6.506731213440304e-6,0.9644472206494684,10300,-0.0021290930807276176
EXPONENTIAL STABILITY,1,6.506731213440304e-6,0.9644537273806818,10301,-0.0021290930807276176
EXPONENTIALITY,1,6.506731213440304e-6,0.9644602341118952,10302,-0.0021290930807276176
EXPORT DESTINATIONS,1,6.506731213440304e-6,0.9644667408431086,10303,-0.0021290930807276176
EXPORT EXPANSION,1,6.506731213440304e-6,0.964473247574322,10304,-0.0021290930807276176
EXPORT PRICES,1,6.506731213440304e-6,0.9644797543055353,10305,-0.0021290930807276176
EXPORT PROCESSING ZONES,1,6.506731213440304e-6,0.9644862610367487,10306,-0.0021290930807276176
EXPORT RESTRICTIONS,1,6.506731213440304e-6,0.9644927677679621,10307,-0.0021290930807276176
EXPORT-MARKET,1,6.506731213440304e-6,0.9644992744991755,10308,-0.0021290930807276176
EXPORT-MARKET PARTICIPATION,1,6.506731213440304e-6,0.9645057812303889,10309,-0.0021290930807276176
EXPRESSION,1,6.506731213440304e-6,0.9645122879616023,10310,-0.0021290930807276176
EXTENSIVE GAMES,1,6.506731213440304e-6,0.9645187946928157,10311,-0.0021290930807276176
EXTENSIVE MARGIN,1,6.506731213440304e-6,0.964525301424029,10312,-0.0021290930807276176
EXTENSIVE MARGINS,1,6.506731213440304e-6,0.9645318081552424,10313,-0.0021290930807276176
EXTENSIVE-FORM,1,6.506731213440304e-6,0.9645383148864558,10314,-0.0021290930807276176
EXTERNAL ADJUSTMENT,1,6.506731213440304e-6,0.9645448216176692,10315,-0.0021290930807276176
EXTERNAL AUDIT,1,6.506731213440304e-6,0.9645513283488826,10316,-0.0021290930807276176
EXTERNAL CONTROL,1,6.506731213440304e-6,0.964557835080096,10317,-0.0021290930807276176
EXTERNAL COSTS,1,6.506731213440304e-6,0.9645643418113093,10318,-0.0021290930807276176
EXTERNAL EQUITY,1,6.506731213440304e-6,0.9645708485425227,10319,-0.0021290930807276176
EXTERNAL FINANCE PREMIUM,1,6.506731213440304e-6,0.9645773552737361,10320,-0.0021290930807276176
EXTERNAL KNOWLEDGE ACQUISITION,1,6.506731213440304e-6,0.9645838620049495,10321,-0.0021290930807276176
EXTERNALITY ARGUMENT,1,6.506731213440304e-6,0.9645903687361629,10322,-0.0021290930807276176
EXTINCTION,1,6.506731213440304e-6,0.9645968754673763,10323,-0.0021290930807276176
EXTINCTIONS,1,6.506731213440304e-6,0.9646033821985897,10324,-0.0021290930807276176
EXTREME LEARNING-MACHINE,1,6.506731213440304e-6,0.964609888929803,10325,-0.0021290930807276176
EXTREME RESPONSE STYLE,1,6.506731213440304e-6,0.9646163956610164,10326,-0.0021290930807276176
EXTREME-RIGHT,1,6.506731213440304e-6,0.9646229023922298,10327,-0.0021290930807276176
EXTREME-VALUE METHOD,1,6.506731213440304e-6,0.9646294091234432,10328,-0.0021290930807276176
EXTREMOGRAM,1,6.506731213440304e-6,0.9646359158546566,10329,-0.0021290930807276176
EXXON-VALDEZ,1,6.506731213440304e-6,0.96464242258587,10330,-0.0021290930807276176
EYE-TRACKING,1,6.506731213440304e-6,0.9646489293170833,10331,-0.0021290930807276176
EYES,1,6.506731213440304e-6,0.9646554360482967,10332,-0.0021290930807276176
EYETRACKING,1,6.506731213440304e-6,0.9646619427795101,10333,-0.0021290930807276176
FABLE,1,6.506731213440304e-6,0.9646684495107235,10334,-0.0021290930807276176
FACEBOOK,1,6.506731213440304e-6,0.9646749562419369,10335,-0.0021290930807276176
FACEBOOK ADDICTION,1,6.506731213440304e-6,0.9646814629731503,10336,-0.0021290930807276176
FACEBOOK USE,1,6.506731213440304e-6,0.9646879697043637,10337,-0.0021290930807276176
FACIAL APPEARANCE,1,6.506731213440304e-6,0.964694476435577,10338,-0.0021290930807276176
FACIAL RESEMBLANCE,1,6.506731213440304e-6,0.9647009831667904,10339,-0.0021290930807276176
FACILITATE COLLUSION,1,6.506731213440304e-6,0.9647074898980038,10340,-0.0021290930807276176
FACILITATING COLLUSION,1,6.506731213440304e-6,0.9647139966292172,10341,-0.0021290930807276176
FACILITATING DELINQUENT-BEHAVIOR,1,6.506731213440304e-6,0.9647205033604306,10342,-0.0021290930807276176
FACILITY,1,6.506731213440304e-6,0.964727010091644,10343,-0.0021290930807276176
FACTOR ABUNDANCE,1,6.506731213440304e-6,0.9647335168228574,10344,-0.0021290930807276176
FACTOR ACCUMULATION,1,6.506731213440304e-6,0.9647400235540707,10345,-0.0021290930807276176
FACTOR ADJUSTMENT COSTS,1,6.506731213440304e-6,0.9647465302852841,10346,-0.0021290930807276176
